opening_range_bars,full_session_bars,target_r,include_partial_sessions,mode,hold_bars,vwap_slope_lookback,vwap_slope_min,max_vwap_distance_or_width,min_or_width_bps,max_or_width_bps,max_failure_bars,wick_ratio_threshold,reversal_target_mode,allow_long,allow_short,sessions_tested,sessions_skipped,trade_count,win_rate,gross_pnl_per_share,average_r,median_r,max_drawdown_per_share,long_count,short_count,continuation_count,reversal_count,buy_hold_pnl_per_share,daily_open_close_long_pnl_per_share,daily_after_or_long_pnl_per_share
3,78,1.5,False,hybrid,2,0,0.0,2.0,0.0,,2,0.0,VWAP,True,True,91,2,89,0.47191011235955055,5.410153461859181,-0.050461582407832106,-0.43710691823899744,10.040000000000049,52,37,38,51,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,2,0,0.0,2.0,0.0,,3,0.0,VWAP,True,True,91,2,89,0.47191011235955055,5.410153461859181,-0.050461582407832106,-0.43710691823899744,10.040000000000049,52,37,38,51,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,2,0,0.0,2.0,0.0,,5,0.0,VWAP,True,True,91,2,89,0.47191011235955055,5.410153461859181,-0.050461582407832106,-0.43710691823899744,10.040000000000049,52,37,38,51,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,2,0,0.0,2.0,40.0,,2,0.0,VWAP,True,True,91,2,89,0.47191011235955055,5.410153461859181,-0.050461582407832106,-0.43710691823899744,10.040000000000049,52,37,38,51,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,2,0,0.0,2.0,40.0,,3,0.0,VWAP,True,True,91,2,89,0.47191011235955055,5.410153461859181,-0.050461582407832106,-0.43710691823899744,10.040000000000049,52,37,38,51,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,2,0,0.0,2.0,40.0,,5,0.0,VWAP,True,True,91,2,89,0.47191011235955055,5.410153461859181,-0.050461582407832106,-0.43710691823899744,10.040000000000049,52,37,38,51,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,2,3,0.0,,0.0,,2,0.0,VWAP,True,True,91,2,89,0.47191011235955055,5.410153461859181,-0.050461582407832106,-0.43710691823899744,10.040000000000049,52,37,38,51,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,2,3,0.0,,0.0,,3,0.0,VWAP,True,True,91,2,89,0.47191011235955055,5.410153461859181,-0.050461582407832106,-0.43710691823899744,10.040000000000049,52,37,38,51,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,2,3,0.0,,0.0,,5,0.0,VWAP,True,True,91,2,89,0.47191011235955055,5.410153461859181,-0.050461582407832106,-0.43710691823899744,10.040000000000049,52,37,38,51,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,2,3,0.0,,40.0,,2,0.0,VWAP,True,True,91,2,89,0.47191011235955055,5.410153461859181,-0.050461582407832106,-0.43710691823899744,10.040000000000049,52,37,38,51,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,2,3,0.0,,40.0,,3,0.0,VWAP,True,True,91,2,89,0.47191011235955055,5.410153461859181,-0.050461582407832106,-0.43710691823899744,10.040000000000049,52,37,38,51,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,2,3,0.0,,40.0,,5,0.0,VWAP,True,True,91,2,89,0.47191011235955055,5.410153461859181,-0.050461582407832106,-0.43710691823899744,10.040000000000049,52,37,38,51,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,2,3,0.0,1.0,0.0,,2,0.0,VWAP,True,True,91,2,89,0.47191011235955055,5.410153461859181,-0.050461582407832106,-0.43710691823899744,10.040000000000049,52,37,38,51,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,2,3,0.0,1.0,0.0,,3,0.0,VWAP,True,True,91,2,89,0.47191011235955055,5.410153461859181,-0.050461582407832106,-0.43710691823899744,10.040000000000049,52,37,38,51,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,2,3,0.0,1.0,0.0,,5,0.0,VWAP,True,True,91,2,89,0.47191011235955055,5.410153461859181,-0.050461582407832106,-0.43710691823899744,10.040000000000049,52,37,38,51,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,2,3,0.0,1.0,40.0,,2,0.0,VWAP,True,True,91,2,89,0.47191011235955055,5.410153461859181,-0.050461582407832106,-0.43710691823899744,10.040000000000049,52,37,38,51,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,2,3,0.0,1.0,40.0,,3,0.0,VWAP,True,True,91,2,89,0.47191011235955055,5.410153461859181,-0.050461582407832106,-0.43710691823899744,10.040000000000049,52,37,38,51,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,2,3,0.0,1.0,40.0,,5,0.0,VWAP,True,True,91,2,89,0.47191011235955055,5.410153461859181,-0.050461582407832106,-0.43710691823899744,10.040000000000049,52,37,38,51,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,2,3,0.0,2.0,0.0,,2,0.0,VWAP,True,True,91,2,89,0.47191011235955055,5.410153461859181,-0.050461582407832106,-0.43710691823899744,10.040000000000049,52,37,38,51,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,2,3,0.0,2.0,0.0,,3,0.0,VWAP,True,True,91,2,89,0.47191011235955055,5.410153461859181,-0.050461582407832106,-0.43710691823899744,10.040000000000049,52,37,38,51,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,2,3,0.0,2.0,0.0,,5,0.0,VWAP,True,True,91,2,89,0.47191011235955055,5.410153461859181,-0.050461582407832106,-0.43710691823899744,10.040000000000049,52,37,38,51,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,2,3,0.0,2.0,40.0,,2,0.0,VWAP,True,True,91,2,89,0.47191011235955055,5.410153461859181,-0.050461582407832106,-0.43710691823899744,10.040000000000049,52,37,38,51,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,2,3,0.0,2.0,40.0,,3,0.0,VWAP,True,True,91,2,89,0.47191011235955055,5.410153461859181,-0.050461582407832106,-0.43710691823899744,10.040000000000049,52,37,38,51,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,2,3,0.0,2.0,40.0,,5,0.0,VWAP,True,True,91,2,89,0.47191011235955055,5.410153461859181,-0.050461582407832106,-0.43710691823899744,10.040000000000049,52,37,38,51,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.0,False,hybrid,1,3,0.0,,0.0,,3,0.4,OR_MID,True,True,91,2,89,0.5393258426966292,5.399999999999892,0.07374935692630169,0.05511811023622647,7.770000000000039,56,33,63,26,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.0,False,hybrid,1,3,0.0,,0.0,,5,0.4,OR_MID,True,True,91,2,89,0.5393258426966292,5.399999999999892,0.07374935692630169,0.05511811023622647,7.770000000000039,56,33,63,26,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.0,False,hybrid,1,3,0.0,,40.0,,3,0.4,OR_MID,True,True,91,2,89,0.5393258426966292,5.399999999999892,0.07374935692630169,0.05511811023622647,7.770000000000039,56,33,63,26,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.0,False,hybrid,1,3,0.0,,40.0,,5,0.4,OR_MID,True,True,91,2,89,0.5393258426966292,5.399999999999892,0.07374935692630169,0.05511811023622647,7.770000000000039,56,33,63,26,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.0,False,hybrid,1,3,0.0,1.0,0.0,,3,0.4,OR_MID,True,True,91,2,89,0.5393258426966292,5.399999999999892,0.07374935692630169,0.05511811023622647,7.770000000000039,56,33,63,26,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.0,False,hybrid,1,3,0.0,1.0,0.0,,5,0.4,OR_MID,True,True,91,2,89,0.5393258426966292,5.399999999999892,0.07374935692630169,0.05511811023622647,7.770000000000039,56,33,63,26,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.0,False,hybrid,1,3,0.0,1.0,40.0,,3,0.4,OR_MID,True,True,91,2,89,0.5393258426966292,5.399999999999892,0.07374935692630169,0.05511811023622647,7.770000000000039,56,33,63,26,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.0,False,hybrid,1,3,0.0,1.0,40.0,,5,0.4,OR_MID,True,True,91,2,89,0.5393258426966292,5.399999999999892,0.07374935692630169,0.05511811023622647,7.770000000000039,56,33,63,26,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.0,False,hybrid,1,3,0.0,2.0,0.0,,3,0.4,OR_MID,True,True,91,2,89,0.5393258426966292,5.399999999999892,0.07374935692630169,0.05511811023622647,7.770000000000039,56,33,63,26,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.0,False,hybrid,1,3,0.0,2.0,0.0,,5,0.4,OR_MID,True,True,91,2,89,0.5393258426966292,5.399999999999892,0.07374935692630169,0.05511811023622647,7.770000000000039,56,33,63,26,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.0,False,hybrid,1,3,0.0,2.0,40.0,,3,0.4,OR_MID,True,True,91,2,89,0.5393258426966292,5.399999999999892,0.07374935692630169,0.05511811023622647,7.770000000000039,56,33,63,26,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.0,False,hybrid,1,3,0.0,2.0,40.0,,5,0.4,OR_MID,True,True,91,2,89,0.5393258426966292,5.399999999999892,0.07374935692630169,0.05511811023622647,7.770000000000039,56,33,63,26,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,2.0,False,hybrid,2,0,0.0,1.0,0.0,,2,0.4,OR_MID,True,True,91,2,89,0.5393258426966292,5.324999999999818,0.07875204921946283,0.0539215686274432,9.205000000000013,53,36,62,27,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,2.0,False,hybrid,2,0,0.0,1.0,40.0,,2,0.4,OR_MID,True,True,91,2,89,0.5393258426966292,5.324999999999818,0.07875204921946283,0.0539215686274432,9.205000000000013,53,36,62,27,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,2.0,False,hybrid,2,3,0.0,1.0,0.0,,2,0.4,OR_MID,True,True,91,2,89,0.5393258426966292,5.324999999999818,0.07875204921946283,0.0539215686274432,9.205000000000013,53,36,62,27,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,2.0,False,hybrid,2,3,0.0,1.0,40.0,,2,0.4,OR_MID,True,True,91,2,89,0.5393258426966292,5.324999999999818,0.07875204921946283,0.0539215686274432,9.205000000000013,53,36,62,27,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,0.75,False,hybrid,2,0,0.0,1.0,0.0,,3,0.4,OR_MID,True,True,91,2,89,0.5393258426966292,5.302499999999725,0.03543801678456742,0.11316872427983807,10.950000000000045,56,33,58,31,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,0.75,False,hybrid,2,0,0.0,1.0,0.0,,5,0.4,OR_MID,True,True,91,2,89,0.5393258426966292,5.302499999999725,0.03543801678456742,0.11316872427983807,10.950000000000045,56,33,58,31,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,0.75,False,hybrid,2,0,0.0,1.0,40.0,,3,0.4,OR_MID,True,True,91,2,89,0.5393258426966292,5.302499999999725,0.03543801678456742,0.11316872427983807,10.950000000000045,56,33,58,31,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,0.75,False,hybrid,2,0,0.0,1.0,40.0,,5,0.4,OR_MID,True,True,91,2,89,0.5393258426966292,5.302499999999725,0.03543801678456742,0.11316872427983807,10.950000000000045,56,33,58,31,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,0.75,False,hybrid,2,3,0.0,1.0,0.0,,3,0.4,OR_MID,True,True,91,2,89,0.5393258426966292,5.302499999999725,0.03543801678456742,0.11316872427983807,10.950000000000045,56,33,58,31,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,0.75,False,hybrid,2,3,0.0,1.0,0.0,,5,0.4,OR_MID,True,True,91,2,89,0.5393258426966292,5.302499999999725,0.03543801678456742,0.11316872427983807,10.950000000000045,56,33,58,31,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,0.75,False,hybrid,2,3,0.0,1.0,40.0,,3,0.4,OR_MID,True,True,91,2,89,0.5393258426966292,5.302499999999725,0.03543801678456742,0.11316872427983807,10.950000000000045,56,33,58,31,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,0.75,False,hybrid,2,3,0.0,1.0,40.0,,5,0.4,OR_MID,True,True,91,2,89,0.5393258426966292,5.302499999999725,0.03543801678456742,0.11316872427983807,10.950000000000045,56,33,58,31,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,2.0,False,hybrid,1,3,0.0,,0.0,,3,0.4,OR_MID,True,True,91,2,89,0.5280898876404494,5.279999999999831,0.07044717198997123,0.038387715930899874,8.880000000000024,56,33,63,26,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,2.0,False,hybrid,1,3,0.0,,0.0,,5,0.4,OR_MID,True,True,91,2,89,0.5280898876404494,5.279999999999831,0.07044717198997123,0.038387715930899874,8.880000000000024,56,33,63,26,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,2.0,False,hybrid,1,3,0.0,,40.0,,3,0.4,OR_MID,True,True,91,2,89,0.5280898876404494,5.279999999999831,0.07044717198997123,0.038387715930899874,8.880000000000024,56,33,63,26,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,2.0,False,hybrid,1,3,0.0,,40.0,,5,0.4,OR_MID,True,True,91,2,89,0.5280898876404494,5.279999999999831,0.07044717198997123,0.038387715930899874,8.880000000000024,56,33,63,26,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,2.0,False,hybrid,1,3,0.0,1.0,0.0,,3,0.4,OR_MID,True,True,91,2,89,0.5280898876404494,5.279999999999831,0.07044717198997123,0.038387715930899874,8.880000000000024,56,33,63,26,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,2.0,False,hybrid,1,3,0.0,1.0,0.0,,5,0.4,OR_MID,True,True,91,2,89,0.5280898876404494,5.279999999999831,0.07044717198997123,0.038387715930899874,8.880000000000024,56,33,63,26,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,2.0,False,hybrid,1,3,0.0,1.0,40.0,,3,0.4,OR_MID,True,True,91,2,89,0.5280898876404494,5.279999999999831,0.07044717198997123,0.038387715930899874,8.880000000000024,56,33,63,26,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,2.0,False,hybrid,1,3,0.0,1.0,40.0,,5,0.4,OR_MID,True,True,91,2,89,0.5280898876404494,5.279999999999831,0.07044717198997123,0.038387715930899874,8.880000000000024,56,33,63,26,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,2.0,False,hybrid,1,3,0.0,2.0,0.0,,3,0.4,OR_MID,True,True,91,2,89,0.5280898876404494,5.279999999999831,0.07044717198997123,0.038387715930899874,8.880000000000024,56,33,63,26,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,2.0,False,hybrid,1,3,0.0,2.0,0.0,,5,0.4,OR_MID,True,True,91,2,89,0.5280898876404494,5.279999999999831,0.07044717198997123,0.038387715930899874,8.880000000000024,56,33,63,26,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,2.0,False,hybrid,1,3,0.0,2.0,40.0,,3,0.4,OR_MID,True,True,91,2,89,0.5280898876404494,5.279999999999831,0.07044717198997123,0.038387715930899874,8.880000000000024,56,33,63,26,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,2.0,False,hybrid,1,3,0.0,2.0,40.0,,5,0.4,OR_MID,True,True,91,2,89,0.5280898876404494,5.279999999999831,0.07044717198997123,0.038387715930899874,8.880000000000024,56,33,63,26,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,2.0,False,continuation,1,0,0.0,,0.0,,2,0.0,OR_MID,True,True,91,2,89,0.5393258426966292,5.149999999999864,0.01347135688908104,0.05511811023622647,13.599999999999994,49,40,89,0,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,2.0,False,continuation,1,0,0.0,,40.0,,2,0.0,OR_MID,True,True,91,2,89,0.5393258426966292,5.149999999999864,0.01347135688908104,0.05511811023622647,13.599999999999994,49,40,89,0,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,2.0,False,continuation,1,0,0.0,1.0,0.0,,2,0.0,OR_MID,True,True,91,2,89,0.5393258426966292,5.149999999999864,0.01347135688908104,0.05511811023622647,13.599999999999994,49,40,89,0,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,2.0,False,continuation,1,0,0.0,1.0,40.0,,2,0.0,OR_MID,True,True,91,2,89,0.5393258426966292,5.149999999999864,0.01347135688908104,0.05511811023622647,13.599999999999994,49,40,89,0,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,2.0,False,continuation,1,0,0.0,2.0,0.0,,2,0.0,OR_MID,True,True,91,2,89,0.5393258426966292,5.149999999999864,0.01347135688908104,0.05511811023622647,13.599999999999994,49,40,89,0,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,2.0,False,continuation,1,0,0.0,2.0,40.0,,2,0.0,OR_MID,True,True,91,2,89,0.5393258426966292,5.149999999999864,0.01347135688908104,0.05511811023622647,13.599999999999994,49,40,89,0,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,2.0,False,hybrid,2,0,0.0,,0.0,,2,0.4,OR_MID,True,True,91,2,89,0.5393258426966292,4.974999999999824,0.07875204921946283,0.0539215686274432,9.555000000000007,53,36,62,27,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,2.0,False,hybrid,2,0,0.0,,40.0,,2,0.4,OR_MID,True,True,91,2,89,0.5393258426966292,4.974999999999824,0.07875204921946283,0.0539215686274432,9.555000000000007,53,36,62,27,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,2.0,False,hybrid,2,0,0.0,2.0,0.0,,2,0.4,OR_MID,True,True,91,2,89,0.5393258426966292,4.974999999999824,0.07875204921946283,0.0539215686274432,9.555000000000007,53,36,62,27,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,2.0,False,hybrid,2,0,0.0,2.0,40.0,,2,0.4,OR_MID,True,True,91,2,89,0.5393258426966292,4.974999999999824,0.07875204921946283,0.0539215686274432,9.555000000000007,53,36,62,27,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,2.0,False,hybrid,2,3,0.0,,0.0,,2,0.4,OR_MID,True,True,91,2,89,0.5393258426966292,4.974999999999824,0.07875204921946283,0.0539215686274432,9.555000000000007,53,36,62,27,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,2.0,False,hybrid,2,3,0.0,,40.0,,2,0.4,OR_MID,True,True,91,2,89,0.5393258426966292,4.974999999999824,0.07875204921946283,0.0539215686274432,9.555000000000007,53,36,62,27,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,2.0,False,hybrid,2,3,0.0,2.0,0.0,,2,0.4,OR_MID,True,True,91,2,89,0.5393258426966292,4.974999999999824,0.07875204921946283,0.0539215686274432,9.555000000000007,53,36,62,27,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,2.0,False,hybrid,2,3,0.0,2.0,40.0,,2,0.4,OR_MID,True,True,91,2,89,0.5393258426966292,4.974999999999824,0.07875204921946283,0.0539215686274432,9.555000000000007,53,36,62,27,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,0.75,False,hybrid,2,0,0.0,,0.0,,2,0.4,OR_MID,True,True,91,2,89,0.550561797752809,4.8224999999997635,0.05706100293597698,0.11316872427983807,8.990000000000038,53,36,62,27,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,0.75,False,hybrid,2,0,0.0,,40.0,,2,0.4,OR_MID,True,True,91,2,89,0.550561797752809,4.8224999999997635,0.05706100293597698,0.11316872427983807,8.990000000000038,53,36,62,27,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,0.75,False,hybrid,2,0,0.0,2.0,0.0,,2,0.4,OR_MID,True,True,91,2,89,0.550561797752809,4.8224999999997635,0.05706100293597698,0.11316872427983807,8.990000000000038,53,36,62,27,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,0.75,False,hybrid,2,0,0.0,2.0,40.0,,2,0.4,OR_MID,True,True,91,2,89,0.550561797752809,4.8224999999997635,0.05706100293597698,0.11316872427983807,8.990000000000038,53,36,62,27,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,0.75,False,hybrid,2,3,0.0,,0.0,,2,0.4,OR_MID,True,True,91,2,89,0.550561797752809,4.8224999999997635,0.05706100293597698,0.11316872427983807,8.990000000000038,53,36,62,27,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,0.75,False,hybrid,2,3,0.0,,40.0,,2,0.4,OR_MID,True,True,91,2,89,0.550561797752809,4.8224999999997635,0.05706100293597698,0.11316872427983807,8.990000000000038,53,36,62,27,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,0.75,False,hybrid,2,3,0.0,2.0,0.0,,2,0.4,OR_MID,True,True,91,2,89,0.550561797752809,4.8224999999997635,0.05706100293597698,0.11316872427983807,8.990000000000038,53,36,62,27,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,0.75,False,hybrid,2,3,0.0,2.0,40.0,,2,0.4,OR_MID,True,True,91,2,89,0.550561797752809,4.8224999999997635,0.05706100293597698,0.11316872427983807,8.990000000000038,53,36,62,27,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,1,3,0.0,,0.0,,2,0.0,OR_MID,True,True,91,2,89,0.449438202247191,4.754999999999768,0.031613067788487575,-0.49561403508771706,8.970000000000027,52,37,46,43,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,1,3,0.0,,0.0,,3,0.0,OR_MID,True,True,91,2,89,0.449438202247191,4.754999999999768,0.031613067788487575,-0.49561403508771706,8.970000000000027,52,37,46,43,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,1,3,0.0,,0.0,,5,0.0,OR_MID,True,True,91,2,89,0.449438202247191,4.754999999999768,0.031613067788487575,-0.49561403508771706,8.970000000000027,52,37,46,43,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,1,3,0.0,,40.0,,2,0.0,OR_MID,True,True,91,2,89,0.449438202247191,4.754999999999768,0.031613067788487575,-0.49561403508771706,8.970000000000027,52,37,46,43,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,1,3,0.0,,40.0,,3,0.0,OR_MID,True,True,91,2,89,0.449438202247191,4.754999999999768,0.031613067788487575,-0.49561403508771706,8.970000000000027,52,37,46,43,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,1,3,0.0,,40.0,,5,0.0,OR_MID,True,True,91,2,89,0.449438202247191,4.754999999999768,0.031613067788487575,-0.49561403508771706,8.970000000000027,52,37,46,43,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,1,3,0.0,1.0,0.0,,2,0.0,OR_MID,True,True,91,2,89,0.449438202247191,4.754999999999768,0.031613067788487575,-0.49561403508771706,8.970000000000027,52,37,46,43,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,1,3,0.0,1.0,0.0,,3,0.0,OR_MID,True,True,91,2,89,0.449438202247191,4.754999999999768,0.031613067788487575,-0.49561403508771706,8.970000000000027,52,37,46,43,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,1,3,0.0,1.0,0.0,,5,0.0,OR_MID,True,True,91,2,89,0.449438202247191,4.754999999999768,0.031613067788487575,-0.49561403508771706,8.970000000000027,52,37,46,43,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,1,3,0.0,1.0,40.0,,2,0.0,OR_MID,True,True,91,2,89,0.449438202247191,4.754999999999768,0.031613067788487575,-0.49561403508771706,8.970000000000027,52,37,46,43,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,1,3,0.0,1.0,40.0,,3,0.0,OR_MID,True,True,91,2,89,0.449438202247191,4.754999999999768,0.031613067788487575,-0.49561403508771706,8.970000000000027,52,37,46,43,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,1,3,0.0,1.0,40.0,,5,0.0,OR_MID,True,True,91,2,89,0.449438202247191,4.754999999999768,0.031613067788487575,-0.49561403508771706,8.970000000000027,52,37,46,43,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,1,3,0.0,2.0,0.0,,2,0.0,OR_MID,True,True,91,2,89,0.449438202247191,4.754999999999768,0.031613067788487575,-0.49561403508771706,8.970000000000027,52,37,46,43,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,1,3,0.0,2.0,0.0,,3,0.0,OR_MID,True,True,91,2,89,0.449438202247191,4.754999999999768,0.031613067788487575,-0.49561403508771706,8.970000000000027,52,37,46,43,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,1,3,0.0,2.0,0.0,,5,0.0,OR_MID,True,True,91,2,89,0.449438202247191,4.754999999999768,0.031613067788487575,-0.49561403508771706,8.970000000000027,52,37,46,43,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,1,3,0.0,2.0,40.0,,2,0.0,OR_MID,True,True,91,2,89,0.449438202247191,4.754999999999768,0.031613067788487575,-0.49561403508771706,8.970000000000027,52,37,46,43,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,1,3,0.0,2.0,40.0,,3,0.0,OR_MID,True,True,91,2,89,0.449438202247191,4.754999999999768,0.031613067788487575,-0.49561403508771706,8.970000000000027,52,37,46,43,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,1,3,0.0,2.0,40.0,,5,0.0,OR_MID,True,True,91,2,89,0.449438202247191,4.754999999999768,0.031613067788487575,-0.49561403508771706,8.970000000000027,52,37,46,43,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,1,3,0.0,,0.0,,2,0.4,OR_MID,True,True,91,2,89,0.5393258426966292,4.619999999999834,0.0852638946302308,0.05511811023622647,8.720000000000084,53,36,65,24,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,1,3,0.0,,40.0,,2,0.4,OR_MID,True,True,91,2,89,0.5393258426966292,4.619999999999834,0.0852638946302308,0.05511811023622647,8.720000000000084,53,36,65,24,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,1,3,0.0,1.0,0.0,,2,0.4,OR_MID,True,True,91,2,89,0.5393258426966292,4.619999999999834,0.0852638946302308,0.05511811023622647,8.720000000000084,53,36,65,24,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,1,3,0.0,1.0,40.0,,2,0.4,OR_MID,True,True,91,2,89,0.5393258426966292,4.619999999999834,0.0852638946302308,0.05511811023622647,8.720000000000084,53,36,65,24,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,1,3,0.0,2.0,0.0,,2,0.4,OR_MID,True,True,91,2,89,0.5393258426966292,4.619999999999834,0.0852638946302308,0.05511811023622647,8.720000000000084,53,36,65,24,35.99000000000001,14.109999999999985,-6.620000000000033
3,78,1.5,False,hybrid,1,3,0.0,2.0,40.0,,2,0.4,OR_MID,True,True,91,2,89,0.5393258426966292,4.619999999999834,0.0852638946302308,0.05511811023622647,8.720000000000084,53,36,65,24,35.99000000000001,14.109999999999985,-6.620000000000033
